966	8	(W	E	N	A	T	U	I	H)
Carex_appendiculata|Russia|spm00003267|Phacocystis	01000100
Carex_appressa|NSW|spm00002189|Heleoglochin	10000100
Carex_appropinquata|GER|spm00002248|Heleoglochin	11000000
Carex_aquatilis|QUE|spm00005232|Phacocystis	11100000
Carex_arapahoensis|COL|spm00001725|Ovales	00100000
Carex_arcta|ASK|spm00000710|Glareosae	00100000
Carex_arctata|WIS|spm00000731|Hymenochlaenae	00100000
Carex_arctiformis|BRC|spm00001851|Glareosae	00100000
Carex_arenaria|DEL|spm00000733|Ammoglochin	10000000
Carex_argyrantha|MRY|spm00000734|Ovales	00100000
Carex_arkansana|ILL|spm00000737|Phaestoglochin	00100000
Carex_arnellii|SWE|spm00003783|Hymenochlaenae	11000000
Carex_assiniboinensis|MAN|spm00000722|Hymenochlaenae	00100000
Carex_astricta|NA|spm00004420|Uncinia	00000100
Carex_asturica|SPA|spm00004385|Paniceae	10000000
Carex_asynchrona|MXE|spm00000257|Griseae	00100000
Carex_atherodes|BRC|spm00001849|Carex	11100000
Carex_athrostachya|CAL|spm00000727|Ovales	00100000
Carex_atlantica|PEN|spm00005432|Stellulatae	00101000
Carex_atractodes|MXE|spm00000256|Granulares	00100000
Carex_atrata|AUT|spm00002172|Racemosae	11100001
Carex_atratiformis|ABT|spm00001751|Racemosae	00100000
Carex_atrofusca|PAK|183078|Aulocystis	11100001
Carex_atropicta|AGS|spm00000519|Racemosae	00001000
Carex_atrosquama|MNT|spm00001720|Racemosae	00100000
Carex_aucklandica|NA|spm00004410|Uncinia	00000100
Carex_augustinowiczii|KOR?|spm00000322|Racemosae	01000000
Carex_aurea|NA|spm00000767|Bicolores	00100000
Carex_aureolensis|MSI|spm00000770|Squarrosae	00101000
Carex_auriculata|KOR?|spm00000345|Paniceae	01000000
Carex_austrina|MRY|spm00000790|Phaestoglochin	00100000
Carex_austroalpina|SPA|spm00000535|Aulocystis	10000000
Carex_austrocaroliniana|NCA|spm00001729|Careyanae	00100000
Carex_austrocompacta|TAS|spm00005217|Uncinia	00000100
Carex_austroflaccida|NA|spm00005091|Uncinia	00000100
Carex_austromexicana|MXS|spm00000358|Hymenochlaenae	00100000
Carex_aztecica|MXS|spm00000254|Indicae	00101000
Carex_azuayae|VEN|spm00000593|Phacocystis	00001000
Carex_baccans|TAI|spm00005149|Polystachyae	01000111
Carex_backii|BRC|spm00002007|Phyllostachyae	00100000
Carex_baileyi|KTY|spm00000751|Vesicariae	00100000
Carex_baimaensis|CHS|spm00000027|Careyanae	01000000
Carex_baldensis|SWI|spm00005242|Baldenses	10000000
Carex_balfourii|REU|spm00000528|Ammoglochin	00010000
Carex_baltzellii|FLA|spm00001914|Pictae	00100000
Carex_banksiana|NZ?|spm00005085|Uncinia	00000100
Carex_banksii|CLS|spm00000545|Pellucidae	00001000
Carex_barbarae|CAL|spm00001449|Phacocystis	00100000
Carex_barrattii|ALA|spm00000748|Limosae	00100000
Carex_basiantha|SCA|spm00000637|Phyllostachyae	00100000
Carex_basutorum|NAT|spm00000146|Schoenoxiphium	00010000
Carex_bathiei|MDG|spm00002195|Indicae	00010000
Carex_bebbii|MAN|spm00000745|Ovales	00100000
Carex_bella|COL|spm00001721|Racemosae	00100000
Carex_bequaertii|KEN|spm00000176|Rhynchocystis	00010000
Carex_bhutanensis|CHT|spm00003407|Kobresia	00000001
Carex_bicknellii|INI|spm00000744|Ovales	00100000
Carex_bicolor|ARK|spm00001622|Bicolores	11100000
Carex_bigelowii|NA|spm00003230|Phacocystis	11100001
Carex_bijiangensis|CHT|spm00003354|Racemosae	00000001
Carex_biltmoreana|NCA|spm00002068|Paniceae	00100000
Carex_binervis|FRA|spm00004357|Spirostachyae	10000000
Carex_bistaminata|CHT|spm00003405|Kobresia	01000001
Carex_blakei|NSW|spm00004358|Spirostachyae	00000100
Carex_blanda|TEN|spm00001819|Laxiflorae	00100000
Carex_blepharicarpa|KOR|spm00000012|Aulocystis	01000000
Carex_bohemica|FIN|spm00002276|Ovales	11000000
Carex_bolanderi|CAL|spm00001414|Deweyanae	00100000
Carex_boliviensis|MXC|spm00000255|Porocystis	00101000
Carex_bonanzensis|ARK|spm00001820|Glareosae	01100000
Carex_bonariensis|BOL|spm00005361|Bracteosae	00001000
Carex_borbonica|REU|spm00004353|Spirostachyae	00010000
Carex_borealipolaris|MNT|spm00001831|Kobresia	11100000
Carex_borii|WHM|spm00003355|Aulocystis	00000001
Carex_boryana|REU|spm00004377|Spirostachyae	00010000
Carex_bostrychostigma|JAP|spm00003784|Debiles	01000000
Carex_brachycalama|BOL|spm00000368|Paniceae	00101000
Carex_brainerdii|CAL|spm00000760|Acrocystis	00100000
Carex_brasiliensis|BZS|spm00000366|Glaucescentes	00001000
Carex_breedlovei|MXT|spm00000249|Fecundae	00100000
Carex_breviaristata|CHS|spm00000029|Mitratae	01000000
Carex_brevicaulis|TDC|spm00005216|Uncinia	00001000
Carex_brevicollis|TCS|spm00003478|Depauperatae	11000000
Carex_brevior|BRC|spm00001823|Ovales	00100000
Carex_breviprophylla|EHM|spm00005912|Kobresia	00000001
Carex_breweri|WAS|spm00001576|Inflatae	00100000
Carex_brizoides|GER|spm00005239|Ammoglochin	11000000
Carex_bromoides|WIS|spm00002284|Deweyanae	00100000
Carex_brunnea|PAK|183093|Graciles	01010111
Carex_brunnescens|NA|spm00005976|Glareosae	11100000
Carex_brysonii|ALA|spm00000655|Griseae	00100000
Carex_buekii|CZE|spm00000558|Phacocystis	11000000
Carex_bulbostylis|MSI|spm00000648|Griseae	00100000
Carex_bulgarica|BUL|spm00000555|Aulocystis	10000000
Carex_bullata|MAS|spm00000775|Vesicariae	00100000
Carex_burchelliana|CPP|spm00004368|Spirostachyae	00010000
Carex_bushii|DEL|spm00000777|Porocystis	00100000
Carex_buxbaumii|ASK|spm00000765|Racemosae	11100000
Carex_calcifugens|FLA|spm00000668|Griseae	00100000
Carex_calcis|NZS|spm00002186|Echinochlaenae	00000100
Carex_californica|CAL|spm00001685|Paniceae	00100000
Carex_caligena|MXE|spm00000264|unplaced_coreCarex	00100000
Carex_camposii|SPA|spm00004363|Spirostachyae	10000000
Carex_camptoglochin|CLS|spm00000589|Leucoglochin	00001000
Carex_canariensis|SPA|spm00002291|Phaestoglochin	10000000
Carex_candolleana|KOR?|spm00000327|Mitratae	01000111
Carex_canescens|PAK|183104|Glareosae	11101101
Carex_capensis|NA|spm00005202|Schoenoxiphium	00010000
Carex_capillaris|NWT|spm00002094|Chlorostachyae	11100001
Carex_capillifolia|NA|spm00005195|Kobresia	01000001
Carex_capitata|KRA|spm00002036|Capituligerae	11100000
Carex_capitellata|TUR|spm00003459|Rarae	01000000
Carex_cardiolepis|PAK|183054|Clandestinae	01000001
Carex_careyana|KTY|spm00001401|Careyanae	00100000
Carex_caroliniana|ALA|spm00000815|Porocystis	00100000
Carex_caryophyllea|SPA|spm00002063|Mitratae	11000000
Carex_castanea|NFL|spm00001479|Hymenochlaenae	00100000
Carex_castroviejoi|NA|Carex_WSU_55|Ceratocystis	10000000
Carex_catharinensis|BZS|spm00004375|Spirostachyae	00001000
Carex_caucasica|IRN|spm00003593|Racemosae	11000000
Carex_caudata|CAL|spm00000529|Aulocystis	10000000
Carex_cephaloidea|MAI|spm00000804|Phaestoglochin	00100000
Carex_cephalophora|MRY|spm00000828|Phaestoglochin	00100000
Carex_cercostachys|CHC|spm00003397|Kobresia	00000001
Carex_chalciolepis|TAI|spm00000793|Racemosae	00100000
Carex_chaofangii|CHS|spm00000093|Rhomboidales	01000000
Carex_chapmanii|FLA|spm00000832|Laxiflorae	00100000
Carex_cherokeensis|FLA|spm00000830|Hymenochlaenae	00100000
Carex_chiapensis|MXS|spm00000267|Hymenochlaenae	00100000
Carex_chihuahuensis|ARI|spm00001812|Multiflorae	00100000
Carex_chlorosaccus|KEN|spm00000180|Indicae	00010000
Carex_chordalis|MXC|spm00000251|Fecundae	00101000
Carex_chordorrhiza|BRC|spm00001925|Chordorrhizae	11100000
Carex_chungii|CHS|spm00000022|Mitratae	01000000
Carex_circinata|ARK|spm00001977|Circinatae	01100000
Carex_clavata|CPP|spm00004348|Spirostachyae	00010000
Carex_cognata|NAT|spm00000182|Vesicariae	00010000
Carex_colchica|UKR|spm00002173|Ammoglochin	11000000
Carex_collinsii|DEL|spm00000827|Collinsiae	00100000
Carex_collumanthus|COL|spm00005156|Abditispicae	00001000
Carex_comosa|CAL|spm00000826|Vesicariae	00100000
Carex_complanata|TEX|spm00000782|Porocystis	00101000
Carex_complexa|MXE|spm00000357|Schiedeanae	00100000
Carex_composita|CHT|spm00003356|Polystachyae	01000011
Carex_concinnoides|CAL|spm00001918|Clandestinae	00100000
Carex_conferta|ETH|spm00000184|Stenorhynchae	00010000
Carex_congdonii|CAL|spm00001686|Paludosae	00100000
Carex_congolensis|MLW|spm00000181|Vesicariae	00010000
Carex_coninux|NA|spm00003655|Kobresia	01000001
Carex_conjuncta|DEL|spm00000784|Vulpinae	00100000
Carex_conoidea|DEL|spm00001428|Griseae	00100000
Carex_cordillerana|BRC|spm00001544|Phyllostachyae	00100000
Carex_corrugata|ALA|spm00000670|Griseae	00100000
Carex_corynoidea|NZ?|spm00005087|Uncinia	00000100
Carex_coulteri|MXC|spm00000268|Longicaules	00100000
Carex_crawei|NFL|spm00001471|Granulares	00100000
Carex_crawfordii|ILL|spm00002161|Ovales	00100000
Carex_crebra|CHT|spm00003392|Clandestinae	01000001
Carex_crebriflora|NA|spm00001043|Laxiflorae	00100000
Carex_cretica|KRI|spm00004382|Sylvaticae	10000000
Carex_crinalis|ECU|spm00000602|Longicaules	00001000
Carex_crinita|QUE|spm00005233|Phacocystis	00100000
Carex_crispa|NA|spm00004422|Uncinia	00000100
Carex_cristatella|KTY|spm00000800|Ovales	00100000
Carex_cruenta|EHM|spm00003357|Aulocystis	00000001
Carex_cruscorvi|FLA|spm00000822|Vulpinae	00100000
Carex_cryptolepis|ILL|spm00001730|Ceratocystis	00100000
Carex_cumberlandensis|ARK|spm00000817|Careyanae	00100000
Carex_cumulata|ILL|spm00000871|Ovales	00100000
Carex_curaica|TVA|spm00002340|Holarrhenae	01000001
Carex_curatorum|NA|spm00002016|Scirpinae	00100000
Carex_curticeps|EHM|spm00005191|Kobresia	00000001
Carex_curvula|FRA|spm00005184|Curvulae	10000000
Carex_cusickii|BRC|spm00002004|Heleoglochin	00100000
Carex_cyanea|NZ?|spm00005097|Uncinia	00000100
Carex_dacica|Iceland|spm00003155|Phacocystis	10000000
Carex_daltonii|EHM|spm00005702|Decorae	00000001
Carex_dapanshanica|CHS|spm00000039|Mitratae	01000000
Carex_darwinii|CLS|spm00000571|Phacocystis	00001000
Carex_dasycarpa|GEO|spm00000873|Hallerianae	00100000
Carex_davalliana|AUT|spm00002350|Physoglochin	11000000
Carex_davidii|CHN|spm00000040|Mitratae	01000000
Carex_davisii|DEL|spm00000858|Hymenochlaenae	00100000
Carex_davyi|CAL|spm00001459|Ovales	00100000
Carex_deasyi|EHM|spm00005198|Kobresia	01000001
Carex_debilis|OKL|spm00000863|Hymenochlaenae	10100000
Carex_decidua|CLS|spm00000570|Phacocystis	00001000
Carex_decomposita|DEL|spm00000836|Heleoglochin	00100000
Carex_decurtata|NA|spm00004414|Echinochlaenae	00000100
Carex_delicata|TZK|spm00003358|Chlorostachyae	01000000
Carex_demissa|NSC|spm00001948|Ceratocystis	11000001
Carex_densa|ORE|spm00001669|Multiflorae	00100000
Carex_densipilosa|CHS|spm00000042|Lageniformes	01000000
Carex_depauperata|YUG|spm00000574|Depauperatae	11000000
Carex_derelicta|CZE|spm00003350|Ceratocystis	10000000
Carex_deweyana|WIS|spm00002359|Deweyanae	00100000
Carex_diandra|CAL|spm00000840|Heleoglochin	11100101
Carex_diastena|NA|spm00006010|Glareosae	01000000
Carex_digitata|ITA|spm00000569|Clandestinae	11000000
Carex_diluta|TCS|spm00004364|Spirostachyae	11000001
Carex_dioica|GRB|spm00005178|Physoglochin	11000000
Carex_disperma|ARK|spm00001652|Dispermae	11100000
Carex_distachya|SPA|spm00000588|Schiedeanae	11000000
Carex_distans|GRC|spm00000844|Spirostachyae	11010000
Carex_disticha|ONT|spm00005395|Holarrhenae	11000000
Carex_divisa|MAN|spm00005374|Divisae	11010001
Carex_divulsa|FRA|spm00004390|Phaestoglochin	11000000
Carex_doniana|CHS|spm00000047|Molliculae	01000011
Carex_douglasii|COL|spm00005243|Divisae	00100000
Carex_drucei|NA|spm00004418|Uncinia	00000100
Carex_durangensis|MXE|spm00000272|Vesicariae	00100000
Carex_durieui|SPA|spm00004386|Unplaced_coreCarex	10000000
Carex_duriuscula|ARK|spm00001653|Divisae	01100100
Carex_ebenea|ARI|spm00001870|Ovales	00100000
Carex_eburnea|MIC|spm00000842|Albae	00100000
Carex_echinata|GRB|spm00005186|Stellulatae	11101111
Carex_echinochloe|NA|spm00004701|Indicae	00010000
Carex_echinodes|WIS|spm00002699|Ovales	00100000
Carex_ecklonii|CPP|spm00004378|Spirostachyae	00010000
Carex_ecuadorensis|ECU|spm00005088|Uncinia	00001000
Carex_edura|NZS|spm00002184|Uncinia	00000100
Carex_edwardsiana|TEX|spm00002142|Griseae	00100000
Carex_egena|KOR?|spm00000329|Paniceae	01000000
Carex_egglestonii|CAL|spm00001702|Ovales	00100000
Carex_egmontiana|NA|spm00004416|Uncinia	00000100
Carex_ehrenbergiana|MXC|spm00000298|Fecundae	00100000
Carex_eleusinoides|ARK|spm00001623|Phacocystis	01100000
Carex_elgonensis|UGA|spm00000189|Spirostachyae	00010000
Carex_elliottii|FLA|spm00001916|Vesicariae	00100000
Carex_elongata|NA|spm00005946|Elongatae	11000000
Carex_emoryi|DEL|spm00000885|Phacocystis	00100000
Carex_endlichii|ARI|spm00002095|Phacocystis	00101000
Carex_engelmannii|BRC|spm00002131|Inflatae	00100000
Carex_enneastachya|ECU|spm00000600|Phacocystis	00001000
Carex_erebus|NA|spm00004424|Uncinia	00000100
Carex_ericetorum|ITA|spm00000551|Acrocystis	11000000
Carex_erinacea|CLC|spm00005214|Uncinia	00001000
Carex_eriophylla|CHM|spm00003460|Carex	01000000
Carex_erythrorrhiza|ETH|spm00000191|Stenorhynchae	00010000
Carex_erythrovaginata|NZ?|spm00005096|Uncinia	00000100
Carex_esenbeckii|EHM|spm00005193|Kobresia	01000011
Carex_euryphylla|MDG|spm00002218|Indicae	00010000
Carex_exilis|DEL|spm00000887|Stellulatae	00100000
Carex_exsiccata|BRC|spm00001976|Vesicariae	00100000
Carex_extensa|VRG|spm00001853|Spirostachyae	11000000
Carex_fecunda|BOL|spm00005222|Fecundae	00001000
Carex_fedia|PAK|spm00003461|Carex	01000011
Carex_festucacea|TEX|spm00000892|Ovales	00100000
Carex_feta|CAL|spm00000893|Ovales	00100000
Carex_filicina|PAK|183073|Indicae	01000011
Carex_filifolia|MAN|spm00005150|Filifoliae	00100000
Carex_filipes|CHM|spm00003462|Paniceae	01000000
Carex_filispica|CHC|spm00003398|Kobresia	00000001
Carex_fimbriata|SWI|spm00000552|Aulocystis	10000000
Carex_finitima|CHC|spm00005719|Debiles	01000111
Carex_firma|ITA|spm00000520|Aulocystis	10000000
Carex_firmula|ECU|spm00005111|Uncinia	00101000
Carex_fischeri|ETH|spm00004352|Spirostachyae	00010000
Carex_fissa|FLA|spm00005400|Multiflorae	00100000
Carex_fissiglumis|EHM|spm00005904|Kobresia	00000001
Carex_fissirostris|MOR|spm00004379|Spirostachyae	10000000
Carex_fissuricola|IDA|spm00002117|Aulocystis	00100000
Carex_flacca|CAL|spm00001809|Thuringiaca	11000001
Carex_flaccosperma|LOU|spm00000671|Griseae	00100000
Carex_flava|NFL|spm00001483|Ceratocystis	11100000
Carex_floridana|FLA|spm00000906|Acrocystis	00100000
Carex_fluviatilis|CHC|spm00002407|Phleoideae	01000011
Carex_foenea|BRC|spm00002000|Ovales	00100000
Carex_foetida|SWI|spm00000565|Foetidae	10000000
Carex_folliculata|DEL|spm00000911|Rostrales	00100000
Carex_foraminata|CHS|spm00000052|Mitratae	01000000
Carex_formosa|ILL|spm00001732|Hymenochlaenae	00100000
Carex_forsteri|NZS|spm00002183|Echinochlaenae	00000100
Carex_fracta|CAL|spm00000896|Ovales	00100000
Carex_frankii|ALA|spm00000939|Squarrosae	00100000
Carex_fraseriana|MRY|spm00000952|Cymophyllus	00100000
Carex_frigida|SPA|spm00000521|Aulocystis	10000000
Carex_fritschii|HUN|spm00002174|Acrocystis	10000000
Carex_fucata|CHC|spm00006432|Phacocystis	00000001
Carex_fuliginosa|ARK|spm00001627|Aulocystis	11100000
Carex_furva|NA|spm00006011|Glareosae	10000000
Carex_fuscula|CLC|spm00004370|Spirostachyae	00001000
Carex_fusiformis|EHM|spm00005727|Debiles	00000001
Carex_gammiei|NA|spm00003640|Kobresia	00000001
Carex_garberi|ARK|spm00001624|Bicolores	00100000
Carex_gayana|CLS|spm00000573|Divisae	00001000
Carex_genkaiensis|KOR|spm00000011|Mitratae	01000000
Carex_gentilis|CHC|spm00006418|Graciles	01000001
Carex_geophila|TEX|spm00000940|Acrocystis	00101000
Carex_geyeri|ABT|spm00000942|Firmiculmes	00100000
Carex_gholsonii|ALA|spm00000953|Granulares	00100000
Carex_gibba|CHH|spm00005244|Gibbae	01000010
Carex_gifuensis|KOR?|spm00000331|Acrocystis	01000000
Carex_gigantea|FLA|spm00000917|Lupulinae	00100000
Carex_giraldiana|CHN|spm00000054|Rhomboidales	01000000
Carex_glabrescens|KOR?|spm00000332|Carex	01000000
Carex_glacialis|NFL|spm00001488|Lamprochlaenae	11100000
Carex_glareosa|NA|spm00004628|Glareosae	11100000
Carex_glaucescens|MSI|spm00000926|Glaucescentes	00100000
Carex_glaucodea|INI|spm00001525|Griseae	00100000
Carex_globosa|CAL|spm00000920|Acrocystis	00100000
Carex_globularis|YAK|spm00004387|Acrocystis	11000000
Carex_glomerabilis|CPP|spm00000193|Stenorhynchae	00010000
Carex_gmelinii|ARK|spm00001629|Racemosae	01100000
Carex_godfreyi|ALA|spm00001787|Griseae	00100000
Carex_gongshanensis|CHT|spm00003361|Graciles	00000001
Carex_gotoi|KOR|spm00000020|Paludosae	01000000
Carex_gracilior|CAL|spm00001692|Ovales	00100000
Carex_gracillima|WIS|spm00002423|Hymenochlaenae	00100000
Carex_graminifolia|MDG|spm00000195|Indicae	00010000
Carex_grandiligulata|CHS|spm00000056|Siderostictae	01000000
Carex_granularis|MAN|spm00001407|Granulares	00100000
Carex_gravida|TEN|spm00000970|Phaestoglochin	00100000
Carex_grayi|TEN|spm00000924|Lupulinae	00100000
Carex_greenwayi|TAN|spm00004344|Spirostachyae	00010000
Carex_grioletii|SPA|spm00000585|Acrocystis	11000000
Carex_grisea|KTY|spm00000656|Griseae	00100000
Carex_gunniana|TAS|spm00004360|Spirostachyae	00000100
Carex_gynandra|DEL|spm00000964|Phacocystis	00100000
Carex_gynocrates|ARK|spm00001630|Physoglochin	11100000
Carex_gynodynama|CAL|spm00001688|Hymenochlaenae	00100000
Carex_gypsophila|MXE|spm00000361|Schiedeanae	00100000
Carex_haematostoma|CHT|spm00003383|Aulocystis	01000001
Carex_halleriana|SPA|spm00000557|Hallerianae	11000001
Carex_halliana|CAL|spm00001689|Paludosae	00100000
Carex_hallii|MAN|spm00001754|Racemosae	00100000
Carex_hamata|ECU|spm00005093|Uncinia	00101000
Carex_hancockiana|CHM|spm00003463|Racemosae	01000000
Carex_handelmazzettii|NA|spm00003629|Kobresia	00000001
Carex_harae|EHM|spm00005913|Kobresia	00000001
Carex_harfordii|CAL|spm00000965|Ovales	00100000
Carex_hartmanii|GER|spm00006155|Racemosae	11000000
Carex_hassei|CAL|spm00001867|Bicolores	00100000
Carex_hastata|CHS|spm00000058|Rhomboidales	01000000
Carex_haydeniana|UTA|spm00002432|Ovales	00100000
Carex_haydenii|WIS|spm00002433|Phacocystis	00100000
Carex_healyi|NZN|spm00005107|Uncinia	00000100
Carex_hebes|NSW|spm00002434|Inversae	00000100
Carex_heleonastes|ABT|spm00001954|Glareosae	11100000
Carex_helleri|CAL|spm00001464|Racemosae	00100000
Carex_helodes|MOR|spm00004359|Spirostachyae	10000000
Carex_hendersonii|BRC|spm00001947|Laxiflorae	00100000
Carex_heterodoxa|MDG|spm00002213|Indicae	00010000
Carex_heteroneura|NEV|spm00000925|Racemosae	00100000
Carex_heterostachya|CHN|spm00003464|Paludosae	01000000
Carex_hirsutella|DEL|spm00000935|Porocystis	00100000
Carex_hirta|PEN|spm00000947|Carex	11000000
Carex_hirtifolia|QUE|spm00001475|Hirtifoliae	00100000
Carex_hirtigluma|MDG|spm00000196|Indicae	00010000
Carex_hirtissima|CAL|spm00001694|Hymenochlaenae	00100000
Carex_hispida|KRI|spm00000549|Thuringiaca	11000000
Carex_hitchcockiana|KTY|spm00000657|Griseae	00100000
Carex_hochstetteriana|POR|spm00002856|Spirostachyae	10000000
Carex_holostoma|ARK|spm00001631|Racemosae	11100000
Carex_hoodii|CAL|spm00001930|Phaestoglochin	00100000
Carex_hookeriana|MAN|spm00005409|Phaestoglochin	00100000
Carex_horizontalis|NZS|spm00005106|Uncinia	00000100
Carex_hormathodes|NSC|spm00002114|Ovales	00100000
Carex_hostiana|Germany|spm00003273|Ceratocystis	10100000
Carex_houghtoniana|MAN|spm00001446|Paludosae	00100000
Carex_hughii|NA|spm00003650|Kobresia	01000001
Carex_hultenii|MXE|spm00000273|Indicae	00100000
Carex_humbertiana|KOR|spm00000006|Phacocystis	01000000
Carex_humboldtiana|MXC|spm00000271|Indicae	00101000
Carex_hyalina|MSI|spm00000912|Ovales	00100000
Carex_hyalinolepis|TEX|spm00000956|Paludosae	00100000
Carex_hypochlora|CHN|spm00000060|Mitratae	01000000
Carex_hystericina|ARK|spm00001081|Vesicariae	00101000
Carex_idaea|KRI|spm00004380|Spirostachyae	10000000
Carex_idahoa|MNT|spm00001563|Racemosae	00100000
Carex_iljinii|BRY|spm00002443|Ammoglochin	01000000
Carex_illota|CAL|spm00000961|Glareosae	00100000
Carex_imbecilla|NA|spm00004419|Uncinia	00000100
Carex_impressinervia|MSI|spm00001784|Griseae	00100000
Carex_inanis|CHT|spm00003363|Setigerae	00000001
Carex_incomitata|NSW|spm00002446|Heleoglochin	00000100
Carex_incurviformis|COL|spm00002101|Foetidae	11100000
Carex_indica|QLD|spm00002191|Indicae	01000111
Carex_infirminervia|CAL|spm00001398|Deweyanae	00100000
Carex_infuscata|PAK|183079|Racemosae	00000001
Carex_integra|CAL|spm00000977|Ovales	00100000
Carex_interior|MIC|spm00000972|Stellulatae	00100000
Carex_interjecta|MXC|spm00002454|Ovales	10000000
Carex_interrupta|ORE|spm00001666|Phacocystis	00100000
Carex_intumescens|MAI|spm00000975|Lupulinae	00100000
Carex_ischnostachya|CHS|spm00000062|Ischnostachyae	01000000
Carex_ivanoviae|CHQ|spm00003371|Lamprochlaenae	01000001
Carex_jackiana|EHM|spm00005760|Paniceae	01000111
Carex_jamesii|ALA|spm00000630|Phyllostachyae	00100000
Carex_jamesonii|VEN|spm00000517|Fecundae	00101000
Carex_jiuhuaensis|CHS|spm00000063|Rhomboidales	01000000
Carex_johnstonii|UGA|spm00000200|Hymenochlaenae	00010000
Carex_jonesii|WAS|spm00001610|Vulpinae	00100000
Carex_joorii|FLA|spm00000985|Glaucescentes	00100000
Carex_juniperorum|KTY|spm00000631|Phyllostachyae	00100000
Carex_kamagariensis|KOR?|spm00000336|Rhomboidales	01000010
Carex_kanaii|NA|spm00003637|Kobresia	00000001
Carex_kansuensis|CHC|spm00003365|Racemosae	01000001
Carex_killickii|CPP|spm00005203|Schoenoxiphium	00010000
Carex_kingii|CLS|spm00005221|Uncinia	00001000
Carex_kirinensis|CHT|spm00003366|Rarae	01000000
Carex_kirkii|NA|spm00004417|Ammoglochin	00000100
Carex_kitaibeliana|YUG|spm00000539|Aulocystis	11000000
Carex_klamathensis|ORE|spm00002069|Paniceae	00100000
Carex_kobomugi|VRG|spm00000979|Macrocephalae	01000000
Carex_kobresiformis|CHS|spm00000067|Rhomboidales	01000000
Carex_kokanica|NA|spm00003613|Kobresia	01000001
Carex_koshewnikowii|TZK|spm00003465|Aulocystis	01000001
Carex_kraliana|ARK|spm00000981|Laxiflorae	00100000
Carex_krausei|ARK|spm00001639|Chlorostachyae	11100000
Carex_kumaonensis|EHM|spm00005764|Decorae	00000001
Carex_kurdica|Iran|spm00003158|Phacocystis	11000000
Carex_lachenalii|ARK|spm00001640|Glareosae	11100100
Carex_lacustris|MAN|spm00000991|Paludosae	00100000
Carex_laeta|CHT|spm00003394|Clandestinae	00000001
Carex_laeviconica|TEN|spm00001887|Carex	00100000
Carex_laeviculmis|CAL|spm00001397|Glareosae	00100000
Carex_laevigata|FRA|spm00004373|Spirostachyae	10000000
Carex_laevissima|PRM|spm00005425|Phleoideae	01000000
Carex_laevivaginata|ALA|spm00000993|Vulpinae	00100000
